Zipcode,State,Size (kW DC),Cost,Date Installed,Filters=state=NJ
07753,NJ,4.7,,06/22/2011,,
08005,NJ,9.156,,07/24/2013,,
08205,NJ,8.085,,12/26/2013,,
07726,NJ,6.5,,01/31/2013,,
08817,NJ,4.08,40748.76865,10/22/2009,,
07716,NJ,5.52,,05/23/2012,,
08721,NJ,8.64,,01/07/2013,,
08087,NJ,7,,11/13/2012,,
08520,NJ,7.4,80800.62397,10/04/2011,,
08550,NJ,4.6,48028.18535,11/19/2010,,
07860,NJ,7.84,,05/10/2013,,
07054,NJ,6.44,43126.37163,12/03/2010,,
07076,NJ,3.43,,01/13/2012,,
08846,NJ,7.84,,07/12/2013,,
08844,NJ,13.16,,12/12/2011,,
08330,NJ,8.33,,09/13/2013,,
08087,NJ,6.72,,11/02/2012,,
07055,NJ,3.5,,06/25/2014,,
07095,NJ,2.8,22061.65469,11/05/2009,,
08050,NJ,5,,09/04/2014,,
07604,NJ,3.29,,09/04/2013,,
08827,NJ,8.28,,03/09/2012,,
08807,NJ,5.4,47819.68043,07/29/2009,,
08046,NJ,8.14,,05/02/2011,,
08022,NJ,9.12,,07/16/2013,,
08755,NJ,7.92,,01/02/2013,,
07701,NJ,9.81,,04/10/2013,,
07607,NJ,3.995,,05/03/2012,,
07885,NJ,7.5,,06/20/2013,,
08022,NJ,5,,01/22/2013,,
07470,NJ,9.945,,06/16/2011,,
07410,NJ,5.67,46609.12046,07/30/2010,,
08759,NJ,12.24,,05/06/2013,,
07821,NJ,5.5,,10/24/2013,,
07204,NJ,5.5,,04/23/2013,,
08093,NJ,7.105,,10/22/2013,,
07840,NJ,9,,09/12/2013,,
08540,NJ,5.95,54162.17611,08/17/2010,,
08848,NJ,18,,09/18/2013,,
08077,NJ,5.88,,12/19/2013,,
08016,NJ,7.425,32403.10431,12/03/2010,,
08723,NJ,4.935,,01/07/2013,,
07080,NJ,6.345,,12/20/2012,,
08344,NJ,6.5,,07/29/2013,,
08701,NJ,7.5,,12/07/2012,,
07083,NJ,10.29,,06/13/2014,,
08062,NJ,4.725,41201.53414,08/26/2009,,
08560,NJ,1.84,16650.07589,08/26/2009,,
08059,NJ,9.36,,11/06/2012,,
08640,NJ,5.55,,11/07/2013,,
07052,NJ,5.875,,04/22/2013,,
08758,NJ,5.1,,10/15/2013,,
08084,NJ,6.88,,08/16/2010,,
08801,NJ,8.64,,10/17/2012,,
08722,NJ,5.29,,10/29/2010,,
08502,NJ,7.755,,06/06/2012,,
07034,NJ,5.39,,09/04/2013,,
08854,NJ,6.5,,11/20/2012,,
08527,NJ,6,,06/28/2013,,
07410,NJ,5.36,,05/07/2014,,
08080,NJ,9.9,80311.92254,12/04/2009,,
08640,NJ,8.775,,10/15/2013,,
07719,NJ,10.53,,09/16/2011,,
08826,NJ,9.965,80369.29098,10/29/2010,,
07646,NJ,7.41,65402.80233,12/15/2009,,
07701,NJ,10.045,,10/03/2013,,
08873,NJ,6.25,,08/13/2013,,
08087,NJ,8.085,,10/31/2013,,
07012,NJ,2.94,,05/28/2013,,
08848,NJ,5.33,,07/21/2011,,
07418,NJ,9.84,,12/21/2011,,
08332,NJ,10.25,,11/26/2013,,
08904,NJ,3.145,,07/27/2011,,
08701,NJ,7.41,56998.6753,07/27/2011,,
07052,NJ,7.245,,10/24/2013,,
08640,NJ,15.87,,08/29/2013,,
07502,NJ,5.28,,02/05/2013,,
07740,NJ,11.515,,08/14/2013,,
08723,NJ,7.5,,12/30/2013,,
07836,NJ,9.89,71431.89617,06/17/2010,,
08731,NJ,6.66,,09/29/2010,,
08902,NJ,9.165,,11/08/2013,,
07726,NJ,5.74,,11/15/2011,,
08081,NJ,4.9,,02/04/2014,,
08640,NJ,8.14,,10/15/2013,,
07728,NJ,8.46,,08/24/2012,,
08873,NJ,9.75,,07/03/2013,,
07050,NJ,1.53,,04/21/2014,,
08861,NJ,5.39,,05/09/2014,,
07728,NJ,13.68,,01/26/2012,,
07726,NJ,7.31,66591.55712,09/02/2009,,
08559,NJ,10.81,,08/03/2011,,
07866,NJ,5.17,,05/25/2012,,
08889,NJ,10.78,,08/23/2012,,
07719,NJ,5.64,,04/03/2012,,
08260,NJ,9.69,,07/03/2014,,
08562,NJ,11.88,,04/02/2013,,
08302,NJ,21.07,,01/10/2014,,
08031,NJ,3,,04/19/2013,,
08701,NJ,9.065,,12/26/2012,,
07657,NJ,9.66,47856.24325,09/22/2010,,
08234,NJ,11.025,,02/17/2014,,
08825,NJ,13.34,,09/15/2011,,
08534,NJ,6.56,,02/05/2013,,
08640,NJ,8.14,,11/08/2013,,
08861,NJ,2.82,,05/28/2013,,
08820,NJ,5.5,,06/18/2013,,
07821,NJ,12.012,,03/14/2013,,
08088,NJ,12.48,,08/29/2012,,
07006,NJ,6.11,,08/20/2013,,
08052,NJ,6.11,,11/30/2011,,
08820,NJ,8,,10/01/2013,,
08640,NJ,8.14,,11/07/2013,,
07205,NJ,4.935,,06/25/2014,,
08757,NJ,9.6,,02/22/2013,,
08077,NJ,8.33,,01/09/2014,,
07205,NJ,5.52,,04/29/2013,,
08724,NJ,6,,08/09/2013,,
07866,NJ,18.8,,03/29/2012,,
07728,NJ,6,,05/30/2014,,
08562,NJ,10.791,,07/23/2014,,
08031,NJ,4.14,,10/04/2011,,
08902,NJ,6.72,51160.33048,10/27/2010,,
08884,NJ,8.64,,03/29/2013,,
08865,NJ,5.04,33554.85549,10/26/2010,,
08558,NJ,5.74,54231.45553,12/08/2010,,
08302,NJ,9.675,73542.58586,04/29/2010,,
08022,NJ,7.99,,03/07/2012,,
07719,NJ,10.4,,01/02/2014,,
08022,NJ,7.52,,11/01/2011,,
08037,NJ,9.4,68914.27156,06/29/2010,,
08816,NJ,8.93,,12/16/2011,,
07738,NJ,8.46,,12/23/2010,,
08844,NJ,8.1,,02/17/2011,,
08731,NJ,16.66,,08/30/2013,,
08831,NJ,12.455,,04/25/2012,,
08330,NJ,7.105,,03/11/2014,,
08736,NJ,7.848,,07/24/2013,,
07033,NJ,6,,03/20/2014,,
08037,NJ,29.43,,12/31/2014,,
08081,NJ,5.145,,01/09/2014,,
08020,NJ,8.25,,03/06/2014,,
08005,NJ,10,73745.4485,01/13/2010,,
08088,NJ,12.005,,02/06/2014,,
08012,NJ,6.86,,12/19/2013,,
08527,NJ,2.25,,01/14/2013,,
08902,NJ,16.644,,04/21/2011,,
08807,NJ,7.36,64155.98277,06/08/2010,,
08854,NJ,6.11,,01/15/2013,,
08857,NJ,6.5,,04/29/2014,,
08205,NJ,9.31,,02/17/2014,,
08234,NJ,11.44,,03/27/2013,,
07724,NJ,12.455,,02/06/2013,,
08731,NJ,10.07,,12/11/2012,,
08848,NJ,9.99,58283.70158,10/29/2010,,
08640,NJ,10.8,,10/24/2013,,
08844,NJ,8.5,,07/25/2014,,
07042,NJ,3.43,,10/04/2013,,
08318,NJ,8.8,,04/20/2012,,
08302,NJ,9.87,52439.72674,06/24/2011,,
08848,NJ,5.886,,03/20/2013,,
08720,NJ,5.75,,10/30/2013,,
07039,NJ,9.635,,09/26/2013,,
07718,NJ,16.56,,03/01/2012,,
07628,NJ,5.17,,03/21/2013,,
07030,NJ,6.125,,03/14/2014,,
08332,NJ,5.52,,04/19/2012,,
08836,NJ,8.28,75365.31203,08/05/2010,,
08876,NJ,8.51,80868.8418,11/09/2011,,
08319,NJ,10.12,71148.17608,04/29/2010,,
08853,NJ,15.925,,02/12/2013,,
08550,NJ,9.9,77122.07822,11/17/2010,,
07657,NJ,3.43,,07/10/2013,,
07836,NJ,6.75,,09/04/2014,,
07419,NJ,6.37,45590.20049,04/20/2011,,
08302,NJ,9.555,,02/07/2014,,
08342,NJ,8.25,,08/28/2013,,
07740,NJ,3.22,,12/29/2011,,
07874,NJ,8.93,,05/18/2011,,
07825,NJ,11,,11/02/2011,,
07044,NJ,7.54,,03/12/2013,,
08087,NJ,5,,01/09/2014,,
07002,NJ,7.56,63700.89877,06/01/2010,,
07642,NJ,5.25,32403.10431,12/20/2010,,
08054,NJ,5.88,,10/24/2013,,
08734,NJ,8.25,,10/04/2013,,
07731,NJ,6.72,,01/02/2013,,
08512,NJ,8.17,,06/06/2012,,
08512,NJ,12.25,,03/03/2014,,
08003,NJ,2.76,29976.89354,06/29/2010,,
08087,NJ,5.39,,05/22/2013,,
07044,NJ,5.59,,01/24/2011,,
08005,NJ,6.44,,01/11/2012,,
08863,NJ,8.36,,03/29/2013,,
08902,NJ,10.08,,03/28/2012,,
08083,NJ,3.68,31668.72534,12/22/2009,,
08873,NJ,9.4,,06/03/2013,,
08721,NJ,6.5,,05/13/2013,,
08344,NJ,1.26,10398.57958,04/07/2010,,
07663,NJ,7.82,,10/26/2012,,
07728,NJ,4.7,,11/05/2012,,
08204,NJ,8.33,,04/16/2014,,
08343,NJ,13.475,,11/20/2013,,
07701,NJ,8.4,55779.3661,04/04/2011,,
07718,NJ,8.085,,03/06/2014,,
08505,NJ,6,,06/19/2012,,
08742,NJ,5.886,,07/17/2013,,
08060,NJ,5.5,,04/02/2014,,
08302,NJ,2.46,,12/08/2011,,
07728,NJ,8.575,,02/19/2014,,
08512,NJ,23.52,,03/24/2012,,
08610,NJ,7.65,60795.6253,09/16/2009,,
08691,NJ,6.24,,03/07/2014,,
08753,NJ,4.92,31884.65464,12/01/2010,,
08540,NJ,5.64,47427.47862,03/01/2010,,
08640,NJ,5.52,,09/05/2013,,
08854,NJ,6.11,,03/07/2013,,
07457,NJ,6.12,,03/29/2012,,
08332,NJ,7.36,,12/28/2012,,
08053,NJ,6.615,47884.58608,12/22/2009,,
07712,NJ,4.3,39566.13349,05/24/2010,,
07067,NJ,6.86,,02/14/2014,,
08535,NJ,14.16,,09/24/2012,,
08854,NJ,6.9,62786.36786,11/08/2011,,
07083,NJ,2.35,,05/13/2013,,
07626,NJ,12.25,,10/22/2013,,
08343,NJ,9.72,78727.75895,04/19/2010,,
07059,NJ,11.475,,08/17/2011,,
08831,NJ,12.75,,10/10/2013,,
07976,NJ,9.2,99391.40335,05/04/2010,,
08085,NJ,6.24,,09/19/2011,,
08322,NJ,5.6,55206.83389,02/05/2010,,
07003,NJ,2.64,,08/27/2013,,
07728,NJ,12.5,,02/22/2013,,
07728,NJ,12.24,,05/29/2013,,
08873,NJ,8.61,85879.45898,11/22/2010,,
08048,NJ,10.08,61079.77158,09/08/2010,,
08054,NJ,4.92,,11/23/2011,,
08757,NJ,6.24,,01/21/2013,,
08721,NJ,5.88,51568.01578,12/22/2009,,
08690,NJ,7.595,,12/31/2013,,
08723,NJ,9.25,,12/31/2013,,
08037,NJ,8.695,,05/18/2012,,
08701,NJ,9.66,68411.70777,04/05/2010,,
07821,NJ,8.97,58050.65535,09/15/2010,,
07960,NJ,14,,04/30/2013,,
07728,NJ,5.88,,10/23/2012,,
08701,NJ,8.46,,06/11/2013,,
07604,NJ,3.525,,03/13/2012,,
08816,NJ,4.68,42645.46965,04/13/2010,,
08318,NJ,20.68,,03/28/2013,,
08021,NJ,5.635,,02/19/2014,,
07920,NJ,13.5,107107.3637,11/25/2009,,
08079,NJ,6.72,,05/08/2013,,
08550,NJ,6.355,,09/13/2011,,
08873,NJ,9.9,81119.99335,01/20/2010,,
08757,NJ,3.5,,08/22/2012,,
08077,NJ,1.05,,08/23/2012,,
08618,NJ,6.25,,01/30/2013,,
08610,NJ,7.5,,08/16/2013,,
07866,NJ,7.65,,07/09/2013,,
08087,NJ,8.4,,02/12/2013,,
07032,NJ,5.04,22111.74649,09/09/2010,,
08723,NJ,5.5,,05/30/2014,,
08844,NJ,8.175,,09/16/2013,,
08085,NJ,9.9,,05/01/2013,,
07731,NJ,9,,09/18/2013,,
08817,NJ,7,,07/10/2014,,
08753,NJ,6.615,,01/29/2014,,
08512,NJ,6.3,51621.81395,01/11/2010,,
07470,NJ,4.83,,09/25/2013,,
07724,NJ,9,,06/12/2013,,
08759,NJ,8.25,,05/24/2013,,
08902,NJ,5.39,,07/03/2014,,
08205,NJ,6.24,,03/26/2013,,
08833,NJ,13.734,,08/16/2013,,
07726,NJ,6.5,,05/24/2013,,
08053,NJ,9.84,65448.41828,09/30/2010,,
07067,NJ,9.4,,01/23/2014,,
08736,NJ,7.82,,09/30/2011,,
08094,NJ,9.36,,05/07/2013,,
08005,NJ,7.05,,10/05/2011,,
08048,NJ,10.26,,11/17/2010,,
07653,NJ,3.68,,09/18/2013,,
07410,NJ,3.995,,11/08/2013,,
08234,NJ,19.89,,06/25/2014,,
08330,NJ,6.3,47971.37173,03/05/2010,,
08332,NJ,5.4,37602.85169,06/28/2012,,
07208,NJ,3.36,,11/19/2013,,
07032,NJ,3.5,,12/16/2013,,
07720,NJ,2.695,,03/31/2014,,
08077,NJ,9.25,,06/21/2012,,
08087,NJ,4.8,,09/12/2012,,
08640,NJ,8.775,,10/31/2013,,
07760,NJ,6.5,,04/01/2013,,
08844,NJ,9.9,74188.52322,10/19/2011,,
08759,NJ,5.88,,05/16/2013,,
08742,NJ,7.92,,11/19/2013,,
08640,NJ,8.14,,10/15/2013,,
08753,NJ,5.39,,08/30/2013,,
08869,NJ,8.25,78480.19455,02/28/2011,,
08234,NJ,10.464,,09/18/2013,,
07719,NJ,3.995,,08/27/2013,,
08527,NJ,2.25,,02/19/2013,,
08824,NJ,1.96,,02/25/2014,,
07834,NJ,6.11,,05/25/2012,,
08061,NJ,8.93,56206.67538,06/14/2010,,
08816,NJ,7.194,,03/14/2014,,
08640,NJ,8.1,,11/14/2013,,
08731,NJ,9.87,88443.90364,05/01/2009,,
08512,NJ,4.725,33995.10166,06/08/2011,,
07675,NJ,8.55,61300.91044,01/24/2011,,
08873,NJ,9.31,,12/16/2013,,
08640,NJ,15.87,,10/24/2013,,
08640,NJ,8.14,,10/30/2013,,
07726,NJ,7.25,,11/07/2013,,
08701,NJ,6.29,,08/16/2011,,
07023,NJ,4.465,,02/14/2013,,
08723,NJ,5.28,,03/12/2013,,
08069,NJ,9.225,89099.91738,06/30/2009,,
08722,NJ,6.9,,12/06/2010,,
07728,NJ,6.96,,05/22/2012,,
08088,NJ,11.25,,12/20/2012,,
08012,NJ,9.156,,01/15/2013,,
07753,NJ,6.5,,04/29/2014,,
07095,NJ,5.635,,06/11/2013,,
08865,NJ,6.24,52714.33578,05/06/2010,,
07407,NJ,3.6,,10/09/2013,,
08759,NJ,10.75,,09/24/2013,,
08809,NJ,10.44,,07/30/2013,,
07003,NJ,5.17,,02/01/2012,,
08234,NJ,10.5,,05/24/2013,,
08527,NJ,7.5,,12/30/2013,,
08016,NJ,6.375,,01/30/2013,,
08079,NJ,4.23,,09/23/2013,,
07042,NJ,2.45,,04/19/2013,,
08330,NJ,5.145,,10/14/2013,,
08022,NJ,5.64,,02/08/2011,,
08740,NJ,8.75,,05/07/2012,,
07656,NJ,10.78,,03/13/2014,,
08244,NJ,2.115,,11/21/2011,,
08210,NJ,2.52,19272.14388,01/18/2010,,
07054,NJ,6.125,,01/17/2014,,
08036,NJ,8.58,,12/10/2012,,
08008,NJ,3.76,,11/09/2012,,
07508,NJ,7.44,,04/04/2013,,
07090,NJ,5.75,,03/13/2014,,
08723,NJ,8.25,,01/07/2014,,
07755,NJ,4.75,,10/04/2013,,
07932,NJ,7.59,,01/28/2011,,
07740,NJ,5.17,,01/02/2014,,
08830,NJ,3.185,,06/05/2014,,
08690,NJ,6.75,51308.78083,04/30/2010,,
08556,NJ,5.52,43436.00494,04/23/2010,,
08724,NJ,7.75,,11/19/2013,,
07081,NJ,3.57,,04/18/2014,,
08640,NJ,13.275,,10/17/2013,,
08075,NJ,13.72,,08/06/2013,,
07921,NJ,9.36,,06/09/2014,,
07733,NJ,11.515,,04/24/2012,,
08837,NJ,3.995,,01/02/2014,,
07418,NJ,5.76,,03/15/2013,,
08090,NJ,5.76,,11/02/2012,,
08330,NJ,4.9,,08/25/2014,,
07470,NJ,7.25,,10/03/2013,,
08691,NJ,7.92,,07/13/2011,,
08640,NJ,5.4,,10/16/2013,,
08882,NJ,8.97,59784.10931,01/24/2011,,
08027,NJ,10.045,,10/22/2013,,
08518,NJ,7.5,,03/13/2014,,
07746,NJ,7.2,67668.48284,12/10/2010,,
08081,NJ,9.5,,01/21/2013,,
08210,NJ,9.66,53946.95115,01/06/2011,,
08816,NJ,6.44,52157.15128,01/20/2010,,
08759,NJ,10.78,,02/19/2014,,
08861,NJ,5.64,37476.7616,04/21/2011,,
08723,NJ,9.9,72366.93296,12/30/2010,,
08028,NJ,5.6,50744.8654,10/13/2009,,
08873,NJ,4.1,39242.67364,11/29/2010,,
08618,NJ,2.585,,02/07/2013,,
07067,NJ,6.375,,03/29/2013,,
08514,NJ,9,,12/20/2010,,
07751,NJ,7.38,59619.45691,06/30/2009,,
07724,NJ,8.97,,09/13/2011,,
08065,NJ,4.23,,02/09/2011,,
08060,NJ,7.59,,09/02/2011,,
07110,NJ,3.525,,02/27/2012,,
07044,NJ,5.559,,02/11/2013,,
08075,NJ,7.14,,08/26/2014,,
08844,NJ,9.9,,07/28/2011,,
08879,NJ,7.525,,03/23/2011,,
07109,NJ,2.585,,11/05/2014,,
08758,NJ,11.5,,05/21/2014,,
07058,NJ,9.12,,04/03/2013,,
08502,NJ,5.39,,04/22/2013,,
08226,NJ,5.46,84779.21663,06/03/2010,,
08828,NJ,6.48,25107.2561,03/18/2011,,
08848,NJ,9.24,48345.50325,11/22/2011,,
08501,NJ,7.2,,10/20/2011,,
08234,NJ,9.46,67162.63485,02/04/2010,,
08054,NJ,10.29,,01/12/2012,,
07083,NJ,4.9,,05/16/2014,,
08757,NJ,11.76,,01/14/2013,,
08640,NJ,14.8,,10/15/2013,,
08088,NJ,7.755,,10/24/2012,,
08721,NJ,9.87,87380.23724,02/09/2010,,
07724,NJ,5.52,44013.003,03/17/2009,,
08863,NJ,8.575,,02/27/2014,,
08343,NJ,14.4,,11/27/2013,,
08540,NJ,10.12,81659.68928,04/08/2010,,
07419,NJ,5.232,,10/30/2013,,
07747,NJ,4.9,,03/24/2014,,
07738,NJ,9.165,75280.25889,02/08/2010,,
08204,NJ,5.28,48417.26877,09/16/2009,,
08330,NJ,6.37,,03/26/2014,,
08807,NJ,5.07,43954.98008,05/20/2010,,
08048,NJ,22.05,,11/08/2013,,
08759,NJ,4.9,,01/23/2014,,
08873,NJ,2.94,,11/19/2013,,
08015,NJ,7.59,,10/28/2011,,
07848,NJ,11.89,,05/18/2011,,
08854,NJ,6.86,,08/06/2012,,
08721,NJ,9,,10/11/2013,,
07052,NJ,8.82,,01/21/2014,,
07305,NJ,2.94,,12/23/2013,,
08735,NJ,5.88,,04/05/2013,,
07050,NJ,3.75,,09/20/2012,,
08753,NJ,8.33,,07/12/2013,,
08332,NJ,8.74,,05/05/2011,,
08205,NJ,9.12,,05/14/2013,,
07643,NJ,7.99,,02/14/2013,,
08527,NJ,6.24,,06/20/2013,,
07401,NJ,3.74,,04/15/2010,,
08060,NJ,9.8,60048.55515,01/31/2011,,
08087,NJ,9.31,,12/13/2013,,
08755,NJ,6.5,,08/07/2014,,
07666,NJ,4.5,,09/04/2013,,
08640,NJ,7.4,,12/12/2013,,
08701,NJ,6.5,,02/24/2014,,
08036,NJ,8,,05/07/2012,,
07661,NJ,13.75,,01/30/2013,,
08332,NJ,7.2,50982.70765,12/01/2011,,
08844,NJ,17,,03/12/2013,,
08873,NJ,5.4,44236.2451,02/25/2010,,
07727,NJ,9.9,80300.95995,12/16/2009,,
08332,NJ,4.9,,12/27/2013,,
08232,NJ,5.17,,04/25/2012,,
07094,NJ,9.45,,01/23/2012,,
07013,NJ,7.99,,03/04/2013,,
08318,NJ,11.28,,01/06/2012,,
08512,NJ,9.856,85529.77477,05/17/2010,,
08640,NJ,8.1,,10/17/2013,,
08005,NJ,5.98,,12/21/2011,,
07719,NJ,5.52,,10/04/2011,,
08757,NJ,8.415,,07/16/2013,,
07663,NJ,3.43,,06/14/2013,,
08043,NJ,2.94,,10/28/2013,,
08816,NJ,6.58,,11/13/2012,,
07039,NJ,10.78,,01/09/2014,,
08234,NJ,8.93,,12/29/2010,,
08016,NJ,7.56,95863.14242,11/17/2009,,
08094,NJ,12.25,,10/01/2013,,
08540,NJ,9.075,,08/16/2012,,
08084,NJ,5.59,48433.32801,08/18/2010,,
08022,NJ,8,,05/10/2012,,
07728,NJ,4.56,29614.86601,10/26/2010,,
08816,NJ,10.5,,06/04/2013,,
07105,NJ,6.665,43553.28253,12/23/2010,,
08332,NJ,6.76,,09/07/2012,,
08270,NJ,11.118,,12/13/2013,,
08844,NJ,4.14,31469.09688,07/19/2010,,
08640,NJ,5.55,,11/15/2013,,
08807,NJ,6.5,,05/28/2013,,
07871,NJ,7.14,,04/04/2013,,
08640,NJ,8.1,,10/17/2013,,
08831,NJ,8.28,52906.75826,07/21/2011,,
08244,NJ,6.9,58896.73887,11/19/2009,,
07731,NJ,8.325,,12/06/2010,,
07607,NJ,3.5,,07/30/2013,,
07013,NJ,5.64,,05/10/2012,,
07083,NJ,7.99,,12/19/2012,,
08701,NJ,7.4,,10/11/2011,,
08008,NJ,6.02,,12/22/2010,,
08823,NJ,9.9,74418.26502,06/29/2011,,
08873,NJ,11.25,,01/31/2014,,
08530,NJ,9.6,62796.5183,07/27/2011,,
07410,NJ,5.04,,10/17/2012,,
08640,NJ,8.775,,10/16/2013,,
07960,NJ,9.6,,10/03/2012,,
08075,NJ,5.16,,11/19/2010,,
08015,NJ,9.18,,03/21/2013,,
08316,NJ,8.575,,04/04/2014,,
07764,NJ,5,,07/19/2013,,
08527,NJ,10,,01/04/2013,,
07031,NJ,4.41,,03/24/2014,,
07001,NJ,5.44,39610.0561,08/24/2010,,
08640,NJ,8.36,,10/15/2013,,
08827,NJ,7.5,,04/24/2014,,
08087,NJ,7.2,,04/26/2013,,
07090,NJ,3.57,,06/04/2012,,
08822,NJ,7.8,69255.21941,09/18/2009,,
08861,NJ,4.845,,11/07/2014,,
08070,NJ,6.12,,04/28/2014,,
08640,NJ,14.8,,10/17/2013,,
08332,NJ,2.695,,07/26/2013,,
08223,NJ,5.95,51820.85752,07/17/2009,,
07716,NJ,9.66,70328.57967,07/28/2011,,
08055,NJ,10.12,,11/17/2010,,
08054,NJ,5.67,43191.67741,04/26/2010,,
08093,NJ,12.5,,02/26/2013,,
07604,NJ,3.29,,03/14/2012,,
07731,NJ,4.23,,01/07/2013,,
08349,NJ,4.6,38682.35294,05/18/2010,,
08820,NJ,7.75,,12/31/2013,,
07410,NJ,6.72,,04/01/2013,,
08640,NJ,8.1,,10/17/2013,,
07726,NJ,7.68,,05/22/2012,,
08048,NJ,10.64,,03/23/2012,,
08318,NJ,9.66,,01/17/2012,,
07083,NJ,5.75,,07/16/2013,,
08080,NJ,6.24,,03/19/2013,,
08234,NJ,7.36,51308.78083,04/29/2010,,
08512,NJ,9.84,,03/26/2012,,
07738,NJ,8,62656.48552,03/24/2010,,
08098,NJ,12.22,,09/07/2012,,
07828,NJ,3.6,,11/30/2011,,
08534,NJ,10.175,,12/30/2014,,
08514,NJ,8.61,64879.02793,08/26/2009,,
07753,NJ,7.02,30242.89736,12/17/2010,,
07002,NJ,5.39,,11/15/2013,,
07885,NJ,9.87,,02/01/2012,,
07039,NJ,15.696,,06/11/2013,,
08318,NJ,8.36,57357.57106,01/15/2010,,
08219,NJ,8.6,71180.08641,12/15/2009,,
08048,NJ,8.97,,12/19/2011,,
08527,NJ,7.5,,05/17/2013,,
07013,NJ,3.995,,02/07/2013,,
08854,NJ,8.925,,11/27/2013,,
08812,NJ,11.382,89805.52408,12/30/2009,,
07012,NJ,3.76,,04/22/2013,,
07512,NJ,1.05,,02/01/2011,,
07090,NJ,6.54,,07/16/2013,,
08816,NJ,7.848,,02/05/2013,,
08204,NJ,5.5,,09/16/2010,,
07719,NJ,6.93,,10/21/2010,,
08755,NJ,6.58,,01/10/2013,,
08844,NJ,10.5,,02/09/2011,,
08640,NJ,5.55,,11/06/2013,,
08083,NJ,6.615,,12/23/2013,,
08865,NJ,4.7,30635.28836,06/23/2011,,
07106,NJ,3.995,,04/23/2013,,
07724,NJ,6,,01/28/2014,,
07724,NJ,9.765,76383.25966,03/30/2010,,
07726,NJ,9.31,,03/10/2014,,
08043,NJ,10,,12/18/2013,,
07840,NJ,5.25,,03/24/2014,,
07064,NJ,5.04,,11/27/2013,,
08817,NJ,3.924,,04/28/2014,,
07722,NJ,19.09,,10/05/2011,,
08861,NJ,3.675,,05/02/2013,,
08863,NJ,5.635,,01/30/2014,,
07040,NJ,4.465,,01/31/2013,,
08515,NJ,9.87,62173.34612,08/10/2010,,
08242,NJ,6.24,,11/06/2012,,
07450,NJ,2.45,,06/28/2013,,
08056,NJ,6.86,,01/27/2014,,
08008,NJ,9.882,64618.85328,06/07/2011,,
08861,NJ,5.17,,12/18/2012,,
07080,NJ,7.05,,01/15/2013,,
08527,NJ,6.58,,12/14/2010,,
08005,NJ,6.58,,11/25/2011,,
07009,NJ,5.405,,05/29/2013,,
08232,NJ,7.105,,02/25/2014,,
07843,NJ,3.36,,04/01/2013,,
08232,NJ,8.82,,12/30/2013,,
08640,NJ,8.1,,10/17/2013,,
07727,NJ,5.145,,10/22/2013,,
08022,NJ,2.25,18466.78685,11/20/2009,,
08527,NJ,2.25,,05/21/2013,,
07068,NJ,9.156,,03/31/2014,,
07032,NJ,3.78,,12/07/2010,,
08054,NJ,5.72,,05/07/2014,,
07463,NJ,5.88,51960.49675,01/29/2010,,
07663,NJ,2.94,,12/27/2013,,
08721,NJ,10,,02/01/2013,,
07003,NJ,3.9,35956.47659,07/21/2011,,
08835,NJ,2.94,37918.46901,11/17/2009,,
07410,NJ,2.585,,09/04/2013,,
08610,NJ,6.93,73590.89635,10/19/2009,,
08020,NJ,8.25,,02/28/2014,,
08022,NJ,8.88,,09/22/2011,,
08831,NJ,9.25,,12/04/2013,,
08060,NJ,6.63,,03/06/2012,,
08861,NJ,4.7,,05/01/2013,,
08757,NJ,5,,12/30/2013,,
08234,NJ,9,,03/13/2014,,
08318,NJ,9.8,,03/14/2014,,
08088,NJ,6.96,,09/14/2012,,
08226,NJ,4.72,,12/15/2014,,
07042,NJ,1.8,16623.65784,10/08/2009,,
08723,NJ,7.35,,08/30/2013,,
08648,NJ,8.33,,08/14/2013,,
08540,NJ,5.1,,06/04/2013,,
07644,NJ,7.79,91966.56353,11/08/2010,,
08087,NJ,7.44,,09/12/2013,,
07825,NJ,9.52,74120.08373,01/18/2011,,
08215,NJ,9.87,,09/15/2011,,
08016,NJ,6.44,,09/27/2011,,
07746,NJ,11,,06/17/2013,,
08844,NJ,7.48,,01/11/2013,,
08691,NJ,10,,04/02/2013,,
08530,NJ,3.87,33884.23864,04/13/2011,,
08876,NJ,10.8,93820.90995,07/30/2010,,
08854,NJ,5.1,,06/21/2013,,
08094,NJ,9.87,61074.81278,09/24/2012,,
08816,NJ,6.3,42961.03918,10/14/2010,,
08215,NJ,8.325,,05/06/2011,,
08318,NJ,10.08,83479.67305,10/29/2009,,
08201,NJ,6.4,,12/23/2010,,
08087,NJ,8.33,,02/12/2013,,
07057,NJ,6,,03/11/2013,,
08540,NJ,9.66,65145.50308,10/13/2011,,
07719,NJ,10.56,,12/20/2012,,
08757,NJ,8.33,,01/24/2014,,
08514,NJ,12,,12/03/2013,,
08801,NJ,6.58,80699.62319,10/07/2011,,
07465,NJ,6.58,,08/30/2012,,
08831,NJ,12.24,,05/16/2013,,
08048,NJ,4.725,,02/03/2012,,
08816,NJ,4.23,,12/16/2011,,
07701,NJ,9.9,,10/27/2010,,
07604,NJ,7.4,89018.61669,02/18/2010,,
08848,NJ,6.235,,10/01/2010,,
07826,NJ,8.46,53441.16996,07/28/2011,,
07726,NJ,3.45,,03/07/2012,,
