Zipcode,State,Size (kW DC),Cost,Date Installed,Filters=state=CT
06484,CT,7.92,24742.0,08/24/2012,,
06320,CT,3.92,21560.0,08/24/2012,,
06840,CT,9.66,58902.2,08/24/2012,,
06831,CT,7.11,40000.0,08/24/2012,,
06422,CT,9.0,59700.0,08/24/2012,,
06076,CT,5.5,25200.0,08/24/2012,,
06242,CT,7.2,23235.0,08/24/2012,,
06880,CT,6.75,33091.63,08/24/2012,,
06880,CT,6.24,31949.0,08/24/2012,,
06751,CT,2.1,9650.0,08/24/2012,,
06443,CT,8.09,34846.0,08/23/2012,,
06074,CT,9.0,38300.0,08/23/2012,,
06824,CT,9.66,50715.0,08/16/2012,,
06420,CT,6.0,25200.0,08/15/2012,,
06033,CT,4.0,16800.0,08/15/2012,,
06234,CT,5.76,19975.0,08/15/2012,,
06757,CT,6.0,30300.0,08/14/2012,,
06480,CT,7.5,32250.0,08/14/2012,,
06403,CT,5.28,29040.0,08/14/2012,,
06437,CT,5.0,20000.0,08/13/2012,,
06105,CT,5.28,28156.0,08/09/2012,,
06069,CT,3.8,18620.0,08/09/2012,,
06256,CT,2.0,8400.0,08/09/2012,,
06779,CT,5.13,35910.0,08/09/2012,,
06385,CT,5.15,33787.0,08/09/2012,,
06478,CT,5.75,30811.0,08/09/2012,,
06232,CT,7.5,31982.0,08/09/2012,,
06082,CT,9.5,42275.0,08/09/2012,,
06040,CT,5.4,35383.0,08/09/2012,,
06340,CT,1.72,10043.0,08/09/2012,,
06457,CT,7.32,43920.0,08/08/2012,,
06417,CT,8.97,52232.0,08/03/2012,,
06066,CT,5.5,17650.0,08/03/2012,,
06484,CT,6.0,26194.0,08/03/2012,,
06457,CT,6.62,28973.7,08/01/2012,,
06105,CT,5.0,32916.0,08/01/2012,,
06754,CT,5.88,29400.0,07/31/2012,,
06085,CT,3.5,11640.0,07/30/2012,,
06423,CT,5.0,21000.0,07/27/2012,,
06473,CT,7.84,46334.4,07/27/2012,,
06268,CT,8.5,36550.0,07/26/2012,,
06239,CT,7.85,40604.0,07/26/2012,,
06810,CT,9.31,41071.0,07/25/2012,,
06078,CT,10.78,51862.2,07/25/2012,,
06357,CT,7.85,38538.73,07/19/2012,,
06281,CT,10.56,108670.62,07/18/2012,,
06035,CT,6.5,35100.0,07/12/2012,,
06357,CT,6.72,39580.8,07/11/2012,,
06518,CT,11.03,45080.0,07/09/2012,,
06484,CT,9.5,39140.0,07/09/2012,,
06897,CT,10.11,41942.1,07/09/2012,,
06880,CT,6.87,34335.0,07/09/2012,,
06615,CT,2.82,17015.0,07/09/2012,,
06716,CT,3.0,12600.0,07/09/2012,,
06437,CT,4.14,27621.0,07/09/2012,,
06451,CT,7.59,40559.13,07/09/2012,,
06107,CT,4.0,16800.0,07/09/2012,,
06260,CT,3.29,7790.0,07/09/2012,,
06423,CT,7.85,45126.0,07/06/2012,,
06033,CT,10.32,51862.0,07/06/2012,,
06423,CT,4.25,24300.0,07/06/2012,,
06423,CT,6.75,35775.0,07/06/2012,,
06377,CT,8.64,81269.92,07/06/2012,,
06477,CT,8.78,52143.75,07/05/2012,,
06794,CT,4.75,23987.0,06/27/2012,,
06256,CT,11.96,0.0,06/27/2012,,
06482,CT,6.37,26435.5,06/25/2012,,
06250,CT,4.56,22417.2,06/25/2012,,
06238,CT,6.84,29754.0,06/25/2012,,
06489,CT,6.58,36190.0,06/21/2012,,
06751,CT,8.97,37225.51,06/20/2012,,
06069,CT,1.85,10637.5,06/15/2012,,
06763,CT,10.8,53252.0,06/15/2012,,
06079,CT,3.8,19076.0,06/08/2012,,
06786,CT,4.0,16800.0,06/08/2012,,
06031,CT,11.28,64512.0,06/08/2012,,
06277,CT,3.29,15684.0,06/07/2012,,
06260,CT,5.64,14980.0,06/07/2012,,
06260,CT,4.8,18489.0,06/07/2012,,
06058,CT,8.1,57186.0,06/07/2012,,
06830,CT,6.0,21510.5,05/31/2012,,
06422,CT,6.0,33300.0,05/27/2012,,
06779,CT,2.21,5107.5,05/25/2012,,
06880,CT,10.51,62920.8,05/25/2012,,
06716,CT,8.64,47520.0,05/24/2012,,
06489,CT,6.0,33000.0,05/24/2012,,
06249,CT,6.27,30723.0,05/24/2012,,
06066,CT,1.92,13632.0,05/18/2012,,
06001,CT,9.5,44650.0,05/18/2012,,
06877,CT,10.66,63960.0,05/18/2012,,
06250,CT,106.08,602145.0,04/27/2012,,
06812,CT,5.17,23999.9,04/20/2012,,
06896,CT,10.12,88000.0,04/20/2012,,
06794,CT,12.22,81120.0,04/20/2012,,
06776,CT,11.52,36860.0,04/20/2012,,
06901,CT,6.57,34931.26,04/20/2012,,
06804,CT,10.81,57000.0,04/20/2012,,
06902,CT,5.0,31018.95,04/20/2012,,
06068,CT,6.08,38000.0,04/13/2012,,
06850,CT,9.6,54135.0,04/13/2012,,
06249,CT,6.29,34972.39,04/09/2012,,
06074,CT,56.4,295000.0,04/09/2012,,
06071,CT,168.48,918970.0,04/03/2012,,
06254,CT,6.72,49282.0,03/30/2012,,
06840,CT,7.2,47880.0,03/30/2012,,
06415,CT,7.05,45240.0,03/30/2012,,
06457,CT,3.42,27328.0,03/30/2012,,
06403,CT,2.88,0.0,03/30/2012,,
06068,CT,13.52,73372.0,03/30/2012,,
06415,CT,6.35,40215.0,03/30/2012,,
06415,CT,4.94,31668.0,03/30/2012,,
06424,CT,9.87,63336.0,03/30/2012,,
06415,CT,6.35,40716.0,03/30/2012,,
06415,CT,4.94,31668.0,03/30/2012,,
06401,CT,0.94,7437.5,03/23/2012,,
06807,CT,68.77,408000.0,03/22/2012,,
06405,CT,4.8,28400.0,03/09/2012,,
06258,CT,5.64,20760.0,03/09/2012,,
06084,CT,5.76,73803.51,03/09/2012,,
06749,CT,7.36,39376.0,03/09/2012,,
06416,CT,15.18,77550.0,03/09/2012,,
06468,CT,7.05,34920.0,03/09/2012,,
06705,CT,16.92,84600.0,03/09/2012,,
06811,CT,11.28,73320.0,03/05/2012,,
06501,CT,4.14,18785.0,02/24/2012,,
06093,CT,14.31,82340.0,02/24/2012,,
06757,CT,8.28,52434.0,02/24/2012,,
06415,CT,2.99,6905.0,02/17/2012,,
06105,CT,5.64,31020.0,02/10/2012,,
06412,CT,8.0,34337.0,02/10/2012,,
06611,CT,10.34,53387.49,02/10/2012,,
06422,CT,8.78,47755.0,02/10/2012,,
06525,CT,3.0,22200.0,02/08/2012,,
06489,CT,70.0,400000.0,02/06/2012,,
06896,CT,10.08,48086.64,02/03/2012,,
06385,CT,7.2,39960.0,02/03/2012,,
06880,CT,9.87,58353.0,02/03/2012,,
06611,CT,4.5,30150.0,02/03/2012,,
06870,CT,7.2,45800.0,02/03/2012,,
06820,CT,2.7,21600.0,02/03/2012,,
06423,CT,66.0,336050.0,02/01/2012,,
06413,CT,7.22,35281.35,01/27/2012,,
06854,CT,4.56,28860.0,01/27/2012,,
06254,CT,11.66,47435.85,01/27/2012,,
06460,CT,5.04,32228.0,01/27/2012,,
06525,CT,5.27,27848.0,01/27/2012,,
06415,CT,6.62,33075.0,01/27/2012,,
06357,CT,12.15,63993.0,01/27/2012,,
06250,CT,6.44,26525.0,01/27/2012,,
06457,CT,5.52,31482.0,01/13/2012,,
06824,CT,3.68,23920.0,01/13/2012,,
06382,CT,11.28,65700.0,01/13/2012,,
06084,CT,7.68,83010.55,01/13/2012,,
06355,CT,5.55,24506.0,01/13/2012,,
06469,CT,10.08,49886.0,01/13/2012,,
06070,CT,13.8,81774.0,01/11/2012,,
06478,CT,5.52,35880.0,01/06/2012,,
06516,CT,4.56,25674.0,01/06/2012,,
06457,CT,6.24,40248.0,01/06/2012,,
06484,CT,4.9,23765.0,01/06/2012,,
06754,CT,9.5,59214.0,01/06/2012,,
06777,CT,1.22,8600.0,01/06/2012,,
06069,CT,7.6,49100.0,01/06/2012,,
06333,CT,8.19,60165.43,01/06/2012,,
06281,CT,4.0,24801.5,01/04/2012,,
06850,CT,11.28,59220.0,12/29/2011,,
06335,CT,3.68,21577.0,12/29/2011,,
06355,CT,6.9,34845.0,12/29/2011,,
06437,CT,6.66,32951.8,12/29/2011,,
06281,CT,4.29,23699.0,12/29/2011,,
06351,CT,11.28,63259.0,12/29/2011,,
06040,CT,9.87,0.0,12/29/2011,,
06470,CT,12.03,51948.0,12/29/2011,,
06460,CT,8.28,60444.0,12/29/2011,,
06457,CT,200.88,1109825.0,12/29/2011,,
06031,CT,4.31,30240.0,12/28/2011,,
06478,CT,5.04,33101.0,12/28/2011,,
06010,CT,3.4,25851.0,12/28/2011,,
06776,CT,3.84,0.0,12/28/2011,,
06234,CT,8.64,47299.0,12/22/2011,,
06331,CT,8.0,35458.0,12/22/2011,,
06350,CT,8.88,44412.0,12/22/2011,,
06260,CT,9.0,40734.0,12/22/2011,,
06511,CT,2.35,0.0,12/22/2011,,
06408,CT,6.58,37030.0,12/22/2011,,
06107,CT,8.14,42735.0,12/19/2011,,
06249,CT,10.0,44505.0,12/19/2011,,
06877,CT,6.35,30773.0,12/19/2011,,
06384,CT,7.05,49220.0,12/19/2011,,
06419,CT,11.1,59000.0,12/19/2011,,
06457,CT,4.32,25272.0,12/16/2011,,
06615,CT,1.67,11238.75,12/16/2011,,
06611,CT,6.44,35420.0,12/16/2011,,
06268,CT,6.11,34371.15,12/16/2011,,
06385,CT,233.22,919129.0,12/15/2011,,
06450,CT,9.25,53187.0,12/13/2011,,
06605,CT,3.68,23920.0,12/13/2011,,
06517,CT,5.55,33300.0,12/13/2011,,
06379,CT,7.43,36905.0,12/13/2011,,
06351,CT,10.08,54282.0,12/13/2011,,
06053,CT,4.14,0.0,12/13/2011,,
06482,CT,10.34,50860.0,12/13/2011,,
06415,CT,9.17,48116.0,12/13/2011,,
06457,CT,19.11,109500.0,12/07/2011,,
06379,CT,41.4,239481.0,12/07/2011,,
06824,CT,5.06,18647.2,11/30/2011,,
06511,CT,5.52,36211.2,11/30/2011,,
06419,CT,9.44,39709.24,11/28/2011,,
06489,CT,6.9,42090.0,11/28/2011,,
06751,CT,3.52,18981.0,11/28/2011,,
06401,CT,8.64,54972.0,11/28/2011,,
06420,CT,4.7,27300.0,11/28/2011,,
06408,CT,5.52,31188.0,11/28/2011,,
06260,CT,5.76,19876.0,11/18/2011,,
06443,CT,6.66,34632.0,11/18/2011,,
06880,CT,6.9,41814.0,11/18/2011,,
06752,CT,6.82,38680.2,11/10/2011,,
06095,CT,7.76,39877.2,11/10/2011,,
06423,CT,11.52,65251.0,11/10/2011,,
06488,CT,10.18,46296.25,11/10/2011,,
06405,CT,6.48,32853.6,11/10/2011,,
06416,CT,4.14,21950.0,11/10/2011,,
06424,CT,9.45,0.0,11/10/2011,,
06250,CT,4.8,29520.0,11/04/2011,,
06069,CT,9.2,24564.0,11/04/2011,,
06824,CT,13.0,75325.0,11/01/2011,,
06441,CT,7.82,46920.0,10/27/2011,,
06010,CT,5.76,36921.6,10/27/2011,,
06242,CT,10.24,46614.2,10/27/2011,,
06357,CT,5.52,36228.0,10/27/2011,,
06478,CT,23.92,156676.0,10/11/2011,,
06897,CT,3.12,22932.0,10/07/2011,,
06897,CT,5.18,35707.5,10/07/2011,,
06785,CT,5.52,0.0,10/07/2011,,
06488,CT,5.74,31070.0,10/07/2011,,
06903,CT,6.66,39298.0,10/07/2011,,
06060,CT,10.08,54225.0,10/07/2011,,
06460,CT,8.51,51060.0,10/04/2011,,
06095,CT,9.25,50875.0,10/04/2011,,
06424,CT,7.4,39940.0,10/04/2011,,
06281,CT,6.11,29548.2,10/04/2011,,
06751,CT,9.07,43058.75,10/04/2011,,
06010,CT,8.33,39150.0,10/04/2011,,
06763,CT,7.76,44979.0,09/30/2011,,
06477,CT,10.12,68304.0,09/30/2011,,
06457,CT,3.7,23250.0,09/30/2011,,
06851,CT,1.84,14000.0,09/30/2011,,
06784,CT,11.1,60950.0,09/23/2011,,
06422,CT,10.13,70350.0,09/19/2011,,
06013,CT,4.62,25220.0,09/19/2011,,
06370,CT,7.2,48517.0,09/19/2011,,
06516,CT,5.67,41240.0,09/19/2011,,
06437,CT,10.13,68344.0,09/19/2011,,
06455,CT,3.36,20903.0,09/19/2011,,
06437,CT,10.8,58900.24,09/19/2011,,
06422,CT,7.2,44420.0,09/19/2011,,
06053,CT,3.01,24237.0,09/19/2011,,
06410,CT,9.2,59722.0,09/19/2011,,
06880,CT,9.24,58800.0,09/19/2011,,
06085,CT,7.74,58251.0,09/19/2011,,
06477,CT,10.13,79981.25,09/19/2011,,
06029,CT,8.28,58837.0,09/19/2011,,
06238,CT,8.8,39192.0,09/19/2011,,
06763,CT,8.05,56350.0,09/09/2011,,
06753,CT,6.84,37620.0,09/09/2011,,
06016,CT,5.93,32011.21,09/09/2011,,
06461,CT,8.1,52650.0,09/09/2011,,
06413,CT,8.28,50800.0,09/09/2011,,
06854,CT,10.35,56140.0,09/09/2011,,
06249,CT,9.02,55220.22,09/09/2011,,
06019,CT,10.58,68403.0,09/09/2011,,
06896,CT,10.12,60720.0,09/09/2011,,
06001,CT,7.52,40277.2,09/08/2011,,
06460,CT,6.84,39945.6,09/08/2011,,
06756,CT,3.42,18810.0,09/08/2011,,
06791,CT,6.08,37482.75,09/08/2011,,
06907,CT,5.47,32558.4,09/08/2011,,
06021,CT,3.8,16800.0,09/08/2011,,
06067,CT,5.64,30000.0,09/08/2011,,
06279,CT,7.59,35350.0,09/08/2011,,
06517,CT,5.4,41850.0,09/08/2011,,
06234,CT,4.73,29058.75,09/08/2011,,
06248,CT,29.14,199785.0,09/06/2011,,
06830,CT,4.59,39795.18,09/02/2011,,
06512,CT,17.0,97723.0,09/01/2011,,
06249,CT,5.17,0.0,08/24/2011,,
06750,CT,15.2,83448.0,08/18/2011,,
06401,CT,5.75,33063.0,08/16/2011,,
06441,CT,11.52,69818.0,08/16/2011,,
06416,CT,5.52,28147.0,08/16/2011,,
06355,CT,6.11,30219.97,08/16/2011,,
06419,CT,10.34,57504.0,08/16/2011,,
06475,CT,10.58,0.0,08/16/2011,,
06063,CT,4.41,38070.0,08/16/2011,,
06013,CT,7.36,40657.0,08/05/2011,,
06877,CT,2.23,22783.59,08/05/2011,,
06460,CT,10.12,59202.0,07/29/2011,,
06013,CT,6.66,47270.0,07/29/2011,,
06413,CT,8.1,54434.0,07/28/2011,,
06417,CT,107.74,583408.0,07/28/2011,,
06785,CT,15.64,92141.0,07/26/2011,,
06029,CT,8.28,49498.0,07/22/2011,,
06525,CT,3.65,24076.8,07/22/2011,,
06614,CT,2.74,20520.0,07/22/2011,,
06478,CT,9.2,57040.0,07/22/2011,,
06460,CT,8.21,50979.2,07/22/2011,,
06825,CT,8.33,50532.75,07/22/2011,,
06477,CT,8.89,56864.2,07/22/2011,,
06013,CT,6.16,38782.79,07/22/2011,,
06043,CT,6.77,35516.0,07/22/2011,,
06480,CT,3.68,21028.0,07/22/2011,,
06471,CT,9.68,56180.85,07/22/2011,,
06378,CT,9.9,66711.0,07/22/2011,,
06424,CT,6.3,0.0,07/22/2011,,
06370,CT,9.25,54020.0,07/15/2011,,
06756,CT,6.9,37950.0,07/15/2011,,
06401,CT,198.99,855657.0,07/13/2011,,
06511,CT,8.88,48840.0,07/08/2011,,
06010,CT,1.38,0.0,07/08/2011,,
06880,CT,5.39,0.0,07/08/2011,,
06457,CT,6.59,0.0,07/05/2011,,
06330,CT,32.89,232215.0,07/01/2011,,
06234,CT,9.2,72493.34,07/01/2011,,
06035,CT,3.42,21888.0,06/27/2011,,
06351,CT,6.15,32041.0,06/27/2011,,
06082,CT,8.33,41933.0,06/27/2011,,
06095,CT,8.14,46398.0,06/27/2011,,
06417,CT,4.81,26936.0,06/27/2011,,
06515,CT,5.92,34360.0,06/27/2011,,
06460,CT,6.11,37130.0,06/27/2011,,
06450,CT,10.12,0.0,06/27/2011,,
06798,CT,10.35,62117.0,06/27/2011,,
06031,CT,5.32,35109.0,06/27/2011,,
06477,CT,8.46,44220.0,06/24/2011,,
06247,CT,2.3,0.0,06/24/2011,,
06461,CT,6.6,43400.0,06/24/2011,,
06776,CT,10.81,70148.0,06/24/2011,,
06371,CT,7.4,45050.0,06/24/2011,,
06410,CT,2.64,31680.0,06/17/2011,,
06796,CT,6.84,39330.0,06/17/2011,,
06338,CT,14.4,69877.12,06/17/2011,,
06489,CT,219.8,937604.38,06/10/2011,,
06615,CT,5.74,56437.68,06/03/2011,,
06614,CT,5.6,52070.46,06/03/2011,,
06515,CT,6.75,47110.0,06/01/2011,,
06371,CT,5.92,32000.0,06/01/2011,,
06783,CT,7.4,45880.0,06/01/2011,,
06480,CT,6.11,36324.76,06/01/2011,,
06382,CT,7.92,43953.0,06/01/2011,,
06355,CT,8.33,40493.4,06/01/2011,,
06259,CT,7.56,52423.0,06/01/2011,,
06457,CT,6.66,33590.16,06/01/2011,,
06482,CT,4.6,31100.0,06/01/2011,,
06478,CT,10.12,58700.0,06/01/2011,,
06477,CT,9.6,46997.7,06/01/2011,,
06231,CT,5.98,33990.0,06/01/2011,,
06902,CT,4.3,31361.38,06/01/2011,,
06384,CT,9.6,52521.16,06/01/2011,,
06359,CT,8.97,59995.25,06/01/2011,,
06896,CT,7.88,48038.6,06/01/2011,,
06371,CT,5.6,33496.66,06/01/2011,,
06264,CT,7.0,44100.0,06/01/2011,,
06248,CT,6.9,41400.0,06/01/2011,,
06260,CT,3.36,23520.0,06/01/2011,,
06759,CT,9.84,73800.0,06/01/2011,,
06422,CT,6.21,39860.0,06/01/2011,,
06484,CT,5.25,39013.52,06/01/2011,,
06824,CT,4.2,37590.0,06/01/2011,,
06101,CT,6.44,36826.0,06/01/2011,,
06880,CT,1.75,11200.0,06/01/2011,,
06242,CT,6.0,30608.0,05/27/2011,,
06415,CT,5.52,30800.0,05/27/2011,,
06437,CT,9.69,61400.26,05/27/2011,,
06460,CT,2.35,14000.0,05/20/2011,,
06040,CT,5.55,29741.0,05/20/2011,,
06870,CT,2.16,17280.0,05/20/2011,,
06525,CT,6.66,44925.0,05/20/2011,,
06415,CT,6.21,36812.0,05/20/2011,,
06415,CT,6.44,37341.0,05/20/2011,,
06457,CT,9.72,52400.0,05/16/2011,,
06812,CT,7.4,44400.0,05/16/2011,,
06413,CT,9.99,49761.64,05/16/2011,,
06517,CT,2.96,17760.0,05/16/2011,,
06370,CT,7.8,36788.77,05/16/2011,,
06351,CT,8.64,54560.0,05/16/2011,,
06498,CT,8.1,47838.0,05/16/2011,,
06705,CT,4.08,30935.17,05/16/2011,,
06777,CT,7.6,44252.0,05/06/2011,,
06405,CT,2.86,12695.52,05/06/2011,,
06483,CT,0.7,7522.5,05/06/2011,,
06751,CT,10.81,58728.0,05/06/2011,,
06443,CT,10.71,110395.98,05/06/2011,,
06374,CT,7.92,54200.0,05/06/2011,,
06518,CT,223.33,1487151.0,05/03/2011,,
06384,CT,10.66,53489.0,05/02/2011,,
06053,CT,6.75,43280.0,05/02/2011,,
06423,CT,11.04,73600.0,05/02/2011,,
06378,CT,8.6,51413.0,05/02/2011,,
06238,CT,6.9,43523.0,05/02/2011,,
06798,CT,8.14,45694.0,05/02/2011,,
06019,CT,10.98,56278.0,05/02/2011,,
06259,CT,12.0,67851.62,05/02/2011,,
06260,CT,10.08,70560.0,05/02/2011,,
06855,CT,1.11,7770.0,04/28/2011,,
06830,CT,7.2,52471.77,04/28/2011,,
06416,CT,166.38,977644.98,04/28/2011,,
06268,CT,4.0,24420.0,04/21/2011,,
06111,CT,3.74,28194.18,04/21/2011,,
06488,CT,6.12,43579.9,04/21/2011,,
06238,CT,3.68,21838.0,04/21/2011,,
06473,CT,4.0,22085.73,04/15/2011,,
06255,CT,10.08,73080.0,04/15/2011,,
06237,CT,11.0,67602.24,04/15/2011,,
06472,CT,7.7,57178.07,04/15/2011,,
06902,CT,11.22,93208.4,04/15/2011,,
06783,CT,4.73,37336.59,04/15/2011,,
06460,CT,6.6,37950.0,04/15/2011,,
06460,CT,2.96,19440.0,04/15/2011,,
06423,CT,8.88,55644.0,04/14/2011,,
06074,CT,9.84,49785.0,04/14/2011,,
06750,CT,11.1,48010.0,04/14/2011,,
06117,CT,9.87,56028.0,04/14/2011,,
06238,CT,7.56,0.0,04/14/2011,,
06234,CT,6.0,31862.95,04/14/2011,,
06359,CT,6.9,47097.31,04/14/2011,,
06385,CT,10.53,76912.0,04/14/2011,,
06408,CT,10.35,70468.5,04/14/2011,,
06067,CT,4.14,28773.0,04/14/2011,,
06512,CT,93.6,996992.0,04/14/2011,,
06439,CT,9.9,71280.0,04/08/2011,,
06785,CT,3.6,22750.0,04/08/2011,,
06614,CT,5.06,38155.0,04/08/2011,,
06460,CT,8.28,55228.0,04/08/2011,,
06437,CT,5.67,41676.15,04/08/2011,,
06422,CT,21.12,142690.0,04/06/2011,,
06002,CT,301.07,1785423.0,04/05/2011,,
06422,CT,28.16,144812.8,03/30/2011,,
06469,CT,3.96,20000.0,03/28/2011,,
06455,CT,4.4,28600.0,03/28/2011,,
06751,CT,6.66,38494.8,03/28/2011,,
06469,CT,8.14,53624.0,03/28/2011,,
06067,CT,7.43,45292.5,03/28/2011,,
06710,CT,4.44,28860.0,03/28/2011,,
06029,CT,7.92,38652.0,03/28/2011,,
06438,CT,9.84,60016.0,03/28/2011,,
06117,CT,9.66,65555.0,03/28/2011,,
06750,CT,4.95,28215.0,03/28/2011,,
06359,CT,4.32,29110.0,03/28/2011,,
06811,CT,7.74,46440.0,03/28/2011,,
06370,CT,12.0,55088.91,03/28/2011,,
06850,CT,6.72,47040.0,03/28/2011,,
06066,CT,10.08,69552.0,03/28/2011,,
06415,CT,7.2,44750.0,03/25/2011,,
06249,CT,2.3,0.0,03/25/2011,,
06351,CT,9.45,48391.0,03/25/2011,,
06820,CT,6.6,39050.0,03/25/2011,,
06259,CT,180.56,1283705.0,03/18/2011,,
06824,CT,8.82,66150.0,03/15/2011,,
06378,CT,11.84,58051.0,03/15/2011,,
06784,CT,3.68,25089.0,03/15/2011,,
06840,CT,2.7,0.0,03/15/2011,,
06854,CT,4.23,32624.0,03/11/2011,,
06897,CT,10.81,74993.6,03/06/2011,,
06419,CT,10.35,70070.0,02/28/2011,,
06040,CT,9.68,49933.0,02/28/2011,,
06010,CT,5.55,33300.0,02/28/2011,,
06751,CT,6.66,40860.0,02/28/2011,,
06511,CT,6.66,40860.0,02/28/2011,,
06095,CT,6.3,42840.0,02/28/2011,,
06241,CT,6.72,39353.67,02/28/2011,,
06897,CT,6.45,36800.0,02/28/2011,,
06340,CT,5.04,47014.07,02/28/2011,,
06447,CT,7.79,43187.7,02/28/2011,,
06477,CT,10.2,74517.17,02/24/2011,,
06408,CT,3.68,24396.0,02/24/2011,,
06250,CT,6.9,0.0,02/24/2011,,
06457,CT,4.6,28359.0,02/24/2011,,
06069,CT,9.99,63124.68,02/24/2011,,
06478,CT,5.04,35280.0,02/24/2011,,
06469,CT,9.84,66000.0,02/24/2011,,
06754,CT,7.36,54970.34,02/18/2011,,
06095,CT,2.0,14249.0,02/17/2011,,
06001,CT,3.36,22579.0,02/17/2011,,
06477,CT,4.14,26000.0,02/17/2011,,
06238,CT,8.97,69069.0,02/17/2011,,
06810,CT,8.28,51336.0,02/17/2011,,
06751,CT,10.12,79918.0,02/17/2011,,
06250,CT,4.2,28795.44,02/17/2011,,
06226,CT,4.83,37915.51,02/17/2011,,
06242,CT,5.25,38575.52,02/17/2011,,
06811,CT,4.05,33817.5,02/17/2011,,
06501,CT,3.68,31360.0,02/17/2011,,
06612,CT,5.4,43200.0,02/17/2011,,
06033,CT,7.74,58404.8,02/17/2011,,
06043,CT,1.08,17897.0,02/17/2011,,
06029,CT,6.72,49188.0,02/17/2011,,
06039,CT,11.04,79488.0,02/17/2011,,
06751,CT,2.52,18383.0,02/17/2011,,
06264,CT,7.56,55554.84,02/17/2011,,
06371,CT,7.36,64108.56,02/17/2011,,
06615,CT,39.41,230053.0,02/17/2011,,
06615,CT,39.41,230053.0,02/17/2011,,
06441,CT,9.46,44281.13,02/16/2011,,
06498,CT,8.05,52831.0,02/16/2011,,
06415,CT,9.66,63756.98,02/16/2011,,
06896,CT,9.68,54235.0,02/16/2011,,
06488,CT,5.52,31574.0,02/16/2011,,
06093,CT,5.25,35018.0,02/16/2011,,
06033,CT,10.32,61920.0,02/16/2011,,
06850,CT,10.32,61425.0,02/16/2011,,
06484,CT,8.1,51185.0,02/16/2011,,
06013,CT,6.21,47506.51,02/16/2011,,
06374,CT,11.34,66987.84,02/16/2011,,
06278,CT,6.3,43663.09,02/16/2011,,
06057,CT,7.6,51130.0,02/16/2011,,
06238,CT,7.38,53874.0,02/16/2011,,
06824,CT,5.94,39798.0,02/16/2011,,
06062,CT,7.74,53843.0,02/16/2011,,
06415,CT,10.58,62085.0,02/16/2011,,
06238,CT,8.8,51252.16,02/16/2011,,
06333,CT,12.3,71820.0,02/16/2011,,
06063,CT,8.28,57960.0,02/16/2011,,
06013,CT,6.08,46473.75,02/16/2011,,
06756,CT,6.9,45747.0,02/16/2011,,
06351,CT,10.53,83000.0,02/16/2011,,
06231,CT,6.46,44574.0,02/16/2011,,
06710,CT,6.9,55200.0,02/16/2011,,
06370,CT,5.16,38177.96,02/16/2011,,
06268,CT,4.0,29600.0,02/16/2011,,
06614,CT,3.15,23643.12,02/16/2011,,
06076,CT,6.72,49056.0,02/16/2011,,
06279,CT,3.22,26565.0,02/16/2011,,
06460,CT,8.1,66610.0,02/16/2011,,
06514,CT,5.88,37855.93,02/16/2011,,
06277,CT,11.2,79728.85,02/16/2011,,
06351,CT,6.6,49750.71,02/16/2011,,
06098,CT,9.0,71200.0,02/16/2011,,
06482,CT,5.52,46645.38,02/16/2011,,
06787,CT,6.84,44664.0,02/16/2011,,
06525,CT,9.9,77220.0,02/16/2011,,
06029,CT,10.8,81000.0,02/16/2011,,
06716,CT,10.08,69552.0,02/16/2011,,
06277,CT,10.4,76832.75,02/16/2011,,
06804,CT,5.07,40408.0,02/16/2011,,
06810,CT,7.2,57624.0,02/16/2011,,
06475,CT,5.52,35297.0,02/04/2011,,
06478,CT,4.86,29243.68,02/03/2011,,
06441,CT,5.04,30240.0,02/03/2011,,
06415,CT,6.11,40683.0,02/01/2011,,
06422,CT,10.36,70271.0,02/01/2011,,
06455,CT,10.8,71883.0,02/01/2011,,
06484,CT,7.56,53420.0,02/01/2011,,
06776,CT,10.32,61700.0,02/01/2011,,
06359,CT,6.12,43193.34,02/01/2011,,
06108,CT,7.56,45044.0,02/01/2011,,
06247,CT,2.8,19534.61,02/01/2011,,
06277,CT,9.2,63112.0,02/01/2011,,
06405,CT,3.5,22487.7,02/01/2011,,
06405,CT,8.74,62852.67,02/01/2011,,
06239,CT,7.7,54330.0,01/25/2011,,
06076,CT,10.8,85440.0,01/20/2011,,
06239,CT,8.19,30045.0,01/20/2011,,
06850,CT,5.4,32403.38,01/20/2011,,
06470,CT,6.44,46788.05,01/20/2011,,
06830,CT,4.68,53773.0,01/20/2011,,
06820,CT,6.02,42349.0,01/14/2011,,
06353,CT,8.19,27268.02,01/14/2011,,
06232,CT,5.04,61213.74,01/14/2011,,
06071,CT,9.36,44012.68,01/14/2011,,
06357,CT,4.73,33971.27,01/14/2011,,
06897,CT,5.6,37987.24,01/14/2011,,
06786,CT,7.36,0.0,01/13/2011,,
06469,CT,7.43,50982.0,01/13/2011,,
06422,CT,11.1,69307.0,01/13/2011,,
06235,CT,6.11,38889.0,01/13/2011,,
06516,CT,1.8,14400.0,01/13/2011,,
06268,CT,10.58,58824.0,01/13/2011,,
06031,CT,3.85,24570.0,01/13/2011,,
06611,CT,6.9,44431.0,01/13/2011,,
06281,CT,7.82,37224.0,01/13/2011,,
06237,CT,8.82,52920.0,01/13/2011,,
06511,CT,6.75,47925.0,01/13/2011,,
